teamName,firstName,lastName,primaryPosition,pitcherRole,power,contact,speed,fielding,arm,velocity,junk,accuracy,age,trait,subType,battingOrder,baseballPlayerLocalID,optionKey,optionValue,optionType
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,29,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,29,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,30,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,30,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,31,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,31,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,32,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,32,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,36,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,36,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,39,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,39,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,40,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,40,6,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,41,1,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,41,1,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,48,4,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,48,4,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,49,3,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,49,3,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,50,12,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,50,12,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,51,7,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,51,7,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,52,14,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,52,14,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,53,62.71627,6
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,53,62.71627,6
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,54,8,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,54,8,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,55,11,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,55,11,5
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,66,Fungo,4
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,66,Fungo,4
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,67,Accuro,4
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,67,Accuro,4
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,92,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,92,0,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,93,2,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,93,2,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,7,347,104,1,0
Wideloads,Fungo,Accuro,8,,38,97,72,58,35,,,,36,,,8,347,104,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,0,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,0,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,4,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,4,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,5,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,5,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,8,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,8,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,12,7,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,12,7,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,14,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,14,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,15,15,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,15,15,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,16,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,16,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,17,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,17,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,18,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,18,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,19,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,19,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,20,24,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,20,24,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,22,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,22,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,25,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,25,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,26,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,26,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,27,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,27,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,28,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,28,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,29,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,29,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,30,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,30,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,31,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,31,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,32,2,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,32,2,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,36,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,36,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,39,6,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,39,6,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,40,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,40,3,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,41,4,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,41,4,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,48,4,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,48,4,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,49,3,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,49,3,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,50,10,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,50,10,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,51,16,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,51,16,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,52,43,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,52,43,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,53,55.65916,6
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,53,55.65916,6
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,54,4,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,54,4,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,55,6,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,55,6,5
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,66,Elroy,4
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,66,Elroy,4
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,67,Action,4
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,67,Action,4
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,92,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,92,1,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,93,2,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,93,2,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,104,0,0
Overdogs,Elroy,Action,4,,37,89,98,38,37,,,,27,,,6,175,104,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,0,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,0,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,4,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,4,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,5,2,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,5,2,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,8,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,8,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,12,9,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,12,9,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,14,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,14,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,15,2,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,15,2,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,16,23,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,16,23,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,17,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,17,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,18,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,18,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,19,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,19,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,20,27,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,20,27,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,22,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,22,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,25,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,25,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,26,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,26,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,27,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,27,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,28,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,28,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,29,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,29,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,30,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,30,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,31,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,31,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,32,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,32,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,36,3,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,36,3,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,39,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,39,0,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,40,7,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,40,7,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,41,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,41,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,48,4,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,48,4,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,49,3,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,49,3,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,50,6,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,50,6,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,51,11,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,51,11,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,52,33,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,52,33,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,53,20.9674,6
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,53,20.9674,6
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,54,2,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,54,2,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,55,3,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,55,3,5
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,66,Preston,4
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,66,Preston,4
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,67,Addonomus,4
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,67,Addonomus,4
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,92,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,92,4,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,93,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,93,1,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,7,24,104,2,0
Sirloins,Preston,Addonomus,2,,84,19,48,64,69,,,,33,1,0,8,24,104,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,0,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,0,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,4,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,4,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,5,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,5,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,8,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,8,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,12,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,12,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,14,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,14,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,15,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,15,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,16,28,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,16,28,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,17,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,17,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,18,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,18,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,19,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,19,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,20,6,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,20,6,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,22,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,22,2,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,25,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,25,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,26,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,26,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,27,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,27,1,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,28,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,28,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,29,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,29,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,30,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,30,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,31,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,31,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,32,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,32,3,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,36,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,36,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,39,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,39,0,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,40,7,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,40,7,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,41,4,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,41,4,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,48,4,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,48,4,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,49,3,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,49,3,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,50,9,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,50,9,0
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,51,16,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,51,16,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,52,7,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,52,7,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,53,26.95379,6
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,53,26.95379,6
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,54,5,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,54,5,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,55,10,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,55,10,5
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,66,Roberto,4
"Wild Pigs",Roberto,Alba,5,,53,51,58,43,45,,,,34,,,8,156,66,Roberto,4
